57_166082_0001|די ביל, מיט די נאמען "נעם אראפ די הענט פון אונזערע גרעיט לעיקס", טוט פארבאטן די פעדעראלע רעגירונג פון טוישן די נעמען ביי איינע פון די פינף טייכן אונטער די גרעיט לעיקס, און צוריקדרייען די פארארדענונג אויף לעיק אנטעריא, וועלכע איז איינע פון די פינף טייכן.|də bil, mit də nˈumən nɛm arˈup də hɛnt fin ˈinzərə ɡrajt lajks tit farbˈatn də fˈɛdəralə rəɡˈirinɡ fin toʊʃn də nˈɛmən baː ˈajnə fin də finf tajxn ˈintər də ɡrajt lajks, in ʦirˈikdrajən də farˈardəninɡ oʊf lajk ˈantəria, vˈɛlxə iz ˈajnə fin də finf tajxn.
57_166082_0002|קאנגרעספרוי דינגעל זאגט אז די גרעיט לעיקס איז אן אוצר וואס אמעריקע מיט קאנאדע טיילן זיך שוין הונדערטער יארן, און די פריינטשאפט וואס אמעריקע האט שוין אזויפיל יארן מיט קאנאדע איז נישט עפעס וואס מ'קען געבן א צושטערן בלויז אין אן אונטערשריפט.|kˈanɡrəsfrɔj dˈinɡəl zuɡt az də ɡrajt lajks iz un ˈɔjʦər vus amˈɛrikə mit kˈanadə tajln zix ʃɔjn hˈindərtər jurn, in də frˈajnʧaft vus amˈɛrikə hut ʃɔjn ˈazɔjfil jurn mit kˈanadə iz niʃt ˈɛpəs vus mˈɛkən ɡejbn a ʦˈiʃtərn blɔjz in un ˈintərʃrift.
57_166089_0002|גייט אמעריקע צוריקענטפערן מיט נאך מער מאכט. טראמפ זאגט אז אמעריקאנער קרעפטן האבן אונטערגענומען גרויסע מאכטפולע אטאקעס אויף די איראנער ציל נעבן די הארמוז וואסער וועג,|ɡajt amˈɛrikə ʦirˈikəntfərn mit nux mɛr maxt. trɔmp zuɡt az amərˈikanər krɛftn hubn ˈintərɡənimən ɡrˈɔjsə mˈaxtfilə ˈatakəs oʊf də irˈanər ʦil nɛbn də hˈarmiz vˈasər vejɡ,
57_166089_0003|אלס א נקמה אויף דעם וואס איראן האט פרובירט אריינצושטעלן ים מינעס אין די הארמוז, און אויף דעם וואס איראן האט געשאסן מיסילס אויף אן אמעריקאנער באזע אין ירדן.|ˈalis a nkˈumə oʊf dejm vus irˈan hut prˈibirt arˈaːnʦiʃtəln jam mˈinəs in də hˈarmiz, in oʊf dejm vus irˈan hut ɡəʃˈasn mˈisils oʊf un amərˈikanər bazˈə in jardn.
57_166089_0004|טראמפ זאגט אז איראן איז דורכגעפאלן מיט די מינע פראבע וויבאלד די פרישע מינעס זענען געווארן ארויסגענומען פון ים אדער האט מען זיי אויפגעריסן.|trɔmp zuɡt az irˈan iz dˈirxɡəfaln mit də mˈinə frˈabə vˈibald də frˈiʃə mˈinəs zˈɛnən ɡəvˈɔrn arˈoʊzɡənimən fin jam ˈɔdər hut mɛn zaj ˈɔjfɡərisn.
57_166089_0005|ער האט דערביי צוגעלייגט א שארפע ווארענונג אז אויב איראן גייט נקמה נעמען, גייט אמעריקע רעאגירן נאך סאך שטערקער. און יענע רעאקציע וועט נאך אלץ נישט זיין די גרעסטע וואס אמעריקע קען.|ɛr hut dərbˈaː ʦˈiɡəlajɡt a ʃˈarfə vˈarəninɡ az ɔjb irˈan ɡajt nkˈumə nˈɛmən, ɡajt amˈɛrikə rˈɛaɡirn nux sax ʃtˈɛrkər. in jˈɛnə rˈɛakʦiə vɛt nux alʦ niʃt zaːn də ɡrˈɛstə vus amˈɛrikə kɛn.
57_166089_0006|ער האט געווארנט אז אויב איראן וועט טרייבן אמעריקע דורכצופירן גרעסערע אטאקעס, וועט עס פירן צו דעם אז ס'וועט נישט פארבלייבן צופיל פון איראן.|ɛr hut ɡəvˈarnt az ɔjb irˈan vɛt trajbn amˈɛrikə dˈirxʦifirn ɡrˈɛsərə ˈatakəs, vɛt ɛs firn ʦi dejm az svɛt niʃt farblˈaːbn ʦˈifil fin irˈan.
57_166090_0001|קאנגרעס האט געשטימט מיט אן איבערוועגנדע מערהייט אין שטיצע פון א קורץ-טערמיניגע ביל צו פארמיידן א רעגירונג פארשליסונג ענדע דעם חודש למספרם.|kɔnɡrˈɛs hut ɡəʃtˈimt mit un ˈibərvəɡndə mˈɛrhaːt in ʃtˈiʦə fin a kirʦ tˈɛrminiɡə bil ʦi farmˈajdn a rəɡˈirinɡ farʃlˈisinɡ ˈɛndə dejm xˈɔjdəʃ lmispˈurum.
57_166092_0002|ווי בלומענטאל גיבט איבער, האט אים יענער דערציילט אז די פאסט אגענטור האט געארבעט צו בויען אין דריי חדשים א קאמפליצירטע סיסטעם וואס דארף נארמאל צונעמען א יאר צייט אדער מער.|vi blˈiməntal ɡibt ˈibər, hut ejm jˈɛnər dərʦˈajlt az də pɔst aɡəntˈir hut ɡəˈarbət ʦi bˈoʊən in draj xadˈuʃim a kˈamfliʦirtə sˈistəm vus daf nˈarmal ʦˈinəmən a jur ʦaːt ˈɔdər mɛr.
57_166092_0003|דער דעמאקראטישער סענאטאר זאגט אז ער טוט אפעלירן צו די פאסט אגענטור נישט צו נוצן די סיסטעם צו מאכן זיכער אז אמעריקאנער זאלן קענען שטימען אומגעשטערט דורך די פאסט.|dɛr dˈɛmakratiʃər sˈɛnatar zuɡt az ɛr tit ˈafəlirn ʦi də pɔst aɡəntˈir niʃt ʦi niʦn də sˈistəm ʦi maxn zˈixər az amərˈikanər zɔln kˈɛnən ʃtˈimən ˈimɡəʃtərt dˈɔrəx də pɔst.
57_166093_0001|טרעזשורי סעקרעטאר בענסאן האט געמאלדן אז אין די קומענדיגע טעג וועט אמעריקע ווארשיינליך מעלדן פרישע באנק סאנקציעס קעגן איראן, אלס טייל פון די עקאנאמישע מלחמה געמאלדן פאריגע וואך.|trˈɛʒiri sˈɛkrətar bənsˈan hut ɡəmˈaldn az in də kˈiməndiɡə tejɡ vɛt amˈɛrikə vˈarʃajnləx mɛldn frˈiʃə bank sˈankʦiəs kejɡn irˈan, ˈalis tajl fin də ˈɛkanamiʃə milxˈumə ɡəmˈaldn furˈiɡə vɔx.
57_166094_0001|אן אנקעטע ערשינען ווייזט אז א מערהייט אמעריקאנער זענען דערקעגן צו די נייע טעריפס וואס פרעזידענט טראמפ האט ארויפגעשטעלט אויף קאנאדע.|un ˈankətə ˈɛrʃinən vajzt az a mˈɛrhaːt amərˈikanər zˈɛnən dərkˈejɡn ʦi də nˈaːjə tˈɛrifs vus prəzidˈɛnt trɔmp hut arˈoʊfɡəʃtəlt oʊf kˈanadə.
57_166094_0002|נישט מער ווי צוואנציג פראצענט אויסגעפרעגטע אין די איפסאס אנקעטע שטיצן די טעריפס, קעגן זיבן און פופציג פראצענט וואס זענען דערקעגן, און איין און צוואנציג פראצענט וואס האבן נישט קיין קלארן ענטפער.|niʃt mɛr vi ʦvˈanʦiɡ prɔʦˈɛnt ˈoʊzɡəfrəɡtə in də ˈifsas ˈankətə ʃtiʦn də tˈɛrifs, kejɡn zibn in fˈifʦiɡ prɔʦˈɛnt vus zˈɛnən dərkˈejɡn, in ajn in ʦvˈanʦiɡ prɔʦˈɛnt vus hubn niʃt kan klarn ˈɛntfər.
57_166094_0003|ווען ס'קומט צו די פראגע איבער טוישן דעם נאמען פון לעיק אנטעריא, ווערט עס געשטיצט דורך א נישטיגע פערצן פראצענט, אין די צייט וואס דריי און זעכציג פראצענט זענען דערקעגן.|vɛn skimt ʦi də frˈaɡə ˈibər toʊʃn dejm nˈumən fin lajk ˈantəria, virt ɛs ɡəʃtˈiʦt dˈɔrəx a nˈiʃtiɡə fɛrʦn prɔʦˈɛnt, in də ʦaːt vus draj in zˈɛxʦiɡ prɔʦˈɛnt zˈɛnən dərkˈejɡn.
57_166102_0001|איראן האט אונטערגענומען נקמה אטאקעס קעגן די אטאקעס וואס אמעריקע האט דורכגעפירט אויף א צאל פלעצער איבער איראן. לויט ווי די איראנער באאמטע געבן איבער,|irˈan hut ˈintərɡənimən nkˈumə ˈatakəs kejɡn də ˈatakəs vus amˈɛrikə hut dˈirxɡəfirt oʊf a ʦal plˈɛʦər ˈibər irˈan. loʊt vi də irˈanər baˈamtə ɡejbn ˈibər,
57_166103_0002|בורגום זאגט אז נעמענדיג אין באטראכט די פערזענליכע ווענדונג פון טראמפ, רישט ער זיך אז ס'וועט נישט נעמען לאנג ביז ווען די קאמפאני'ס פאפולערע מאפע סיסטעם וועט רעפלעקטירן די טויש, אבער דערווייל האט עס נאך נישט פאסירט.|bˈirɡim zuɡt az nˈɛməndiɡ in batrˈaxt də fˈɛrzənləxə vˈɛndinɡ fin trɔmp, riʃt ɛr zix az svɛt niʃt nˈɛmən laːnɡ biz vɛn də kˈamfanis fˈafilərə mˈafə sˈistəm vɛt rˈɛfləktirn də tɔjʃ, ˈɔbər dərvˈaːl hut ɛs nux niʃt fˈasirt.
57_166103_0003|גוגל האט גענומען די צוגאנג פון טוישן די נאמען צו לעיק אמעריקע בלויז פאר אמעריקאנער באנוצער, לאזן די נאמען לעיק אנטעריא פאר קאנאדישע באנוצער, און ארויסשטעלן ביידע נעמען פאר מענטשן אין אנדערע פלעצער.|ɡuɡl hut ɡənˈimən də ʦˈiɡanɡ fin toʊʃn də nˈumən ʦi lajk amˈɛrikə blɔjz far amərˈikanər banˈiʦər, luzn də nˈumən lajk ˈantəria far kˈanadiʃə banˈiʦər, in arˈoʊsʃtəln bˈajdə nˈɛmən far mɛnʧn in ˈandərə plˈɛʦər.
57_166104_0004|ווי זיי זאגן, איז דער פייער שנעל פארלאשן געווארן אן דעם וואס ס'זאל זיך אריינכאפן אין די קארגא דעפארטמענט וואו די האקעלע מאטריאל איז געלעגן.|vi zaj zuɡn, iz dɛr fˈajər ʃnɛl farlˈaʃn ɡəvˈɔrn un dejm vus szul zix arˈaːnxafn in də kˈarɡa dəfartmˈɛnt vi də hˈakələ mˈatrial iz ɡəlˈɛɡn.
57_166108_0001|העפטיגע הכנות קומען פאר אין באפארברייטונג צו די היסטארישע באזוך פון גדולי אדמו"רים ורבנים שליט"א צו די ווייסע הויז דעם דאנערשטאג פאר א זיצונג מיט פרעזידענט טראמפ.|hˈɛftiɡə hakˈanɔjs kˈimən far in bafarbrˈajtinɡ ʦi də hˈistariʃə bazˈix fin ɡdˈili ˈaləf dˈuləd mɛm vuv rajʃ jid mɛm ˈirbnim ʃlˈitə ʦi də vˈajsə hoʊz dejm dˈanərʃtaɡ far a zˈiʦinɡ mit prəzidˈɛnt trɔmp.
57_166108_0003|וואו מ'האט אויסגעשמועסט די פונקטליכע צייטן און די קלארע מעסעדזש און די ציל פון די באזוך אז ס'זאל ארויסקומען א קידוש השם און די שטערקסטע נוצן פאר די אידישע געמיינדע.|vi mhut ˈoʊzɡəʃmiəst də fˈinktləxə ʦaːtn in də klˈarə mˈɛsəʤ in də ʦil fin də bazˈix az szul arˈoʊskimən a kˈidəʃ haʃˈɛm in də ʃtˈɛrkstə niʦn far də jˈidiʃə ɡəmˈajndə.
57_166108_0005|וואו מ'וועט זיך טרעפן און אויסשמועסן אידישע געברויכן מיט הויכראנגיגע באאמטע פון די טראמפ אדמיניסטראציע.|vi mvɛt zix trɛfn in ˈoʊsʃmiəsn jˈidiʃə ɡəbrˈoʊxn mit hˈɔjxranɡiɡə baˈamtə fin də trɔmp ˈadministraʦiə.
57_166108_0006|ביי די זיצונג אין די רוזוועלט צימער וועלן זיך געפינען די אדמו"רים ורבנים און די קינדער מיט די סוויטע גבאים עסקנים וואס זענען מיטגעקומען מיט די דעלעגאציע.|baː də zˈiʦinɡ in də rˈizvəlt ʦˈimər vɛln zix ɡəfˈinən də ˈaləf dˈuləd mɛm vuv rajʃ jid mɛm ˈirbnim in də kˈindər mit də svˈitə ɡbaːm ˈɛsknim vus zˈɛnən mˈitɡəkimən mit də dˈɛləɡaʦiə.
57_166108_0008|און ווי ס'הייסט יעצט וועלן עטליכע ראשי עסקנים זיין אנוועזנד ביי די זיצונג צווישן דער פרעזידענט מיט די רבנים, וואס קען זיך פארציען ביז א האלבע שעה.|in vi shajst jɛʦt vɛln ˈɛtləxə rˈuʃi ˈɛsknim zaːn ˈanvəznd baː də zˈiʦinɡ ʦviʃn dɛr prəzidˈɛnt mit də rˈabunim, vus kɛn zix farʦˈiən biz a hˈalbə ʃu.
57_166108_0009|כלל ישראל קוקט ארויס און איז מתפלל אז די זיצונג זאל געקרוינט ווערן מיט א סוקסעס, און מ'זאל קענען אויפטון פאר אידישע קינדער אויף אלע פראנטן.|klal jisrˈuəl kikt arˈoʊs in iz mispˈalajl az də zˈiʦinɡ zul ɡəkrˈɔjnt virn mit a sˈiksəs, in mzul kˈɛnən ˈoʊftin far jˈidiʃə kˈindər oʊf ˈalə frantn.
57_166110_0002|גריער זאגט אז די יעצטיגע צושטאנד איז א גרעסערע עמערדזשענסי פאר קאנאדע ווי איידער פאר אמעריקע, אן אנדייטונג אז וואשינגטאן איז נישט אין קיין שום געיעג צו פארהאנדלען.|ɡrˈiər zuɡt az də jˈɛʦtiɡə ʦˈiʃtand iz a ɡrˈɛsərə ˈɛmərʤənsi far kˈanadə vi ˈajdər far amˈɛrikə, un ˈandajtinɡ az vˈaʃinɡtan iz niʃt in kan ʃim ɡˈajəɡ ʦi farhˈandlən.
57_166110_0004|און אלס דער וואס האט געמאכט די באשלוס אוועקצושפאצירן פון די פארהאנדלונג טיש.|in ˈalis dɛr vus hut ɡəmˈaxt də baʃlˈis avˈɛkʦiʃpaʦirn fin də farhˈandlinɡ tiʃ.
57_166111_0001|קאנאדע'ס פרעמיער מיניסטער קארני האט צוריקגעווארפן קריטיק פון וואשינגטאן אין זיין ריכטונג, זאגנדיג אז ס'איז געקומען די צייט אז די טראמפ אדמיניסטראציע זאל אויפהערן פרובירן צו זיין דער שטופער.|kˈanadəs frˈɛmiər minˈistər kˈarni hut ʦirˈikɡəvarfn krˈitik fin vˈaʃinɡtan in zaːn rˈixtinɡ, zˈaɡndiɡ az siz ɡəkˈimən də ʦaːt az də trɔmp ˈadministraʦiə zul ˈoʊfhirn prˈibirn ʦi zaːn dɛr ʃtˈifər.
57_166111_0002|קארני זאגט אז אויב אמעריקע איז ערנסט איבער פארהאנדלונגען, קענען די געשפרעכן ווערן באנייט, אבער נישט אויף די טערמינען וואס אמעריקע האט פארלאנגט ביז יעצט.|kˈarni zuɡt az ɔjb amˈɛrikə iz ɛrnst ˈibər farhˈandlinɡən, kˈɛnən də ɡəʃprˈɛxn virn banˈajt, ˈɔbər niʃt oʊf də tˈɛrminən vus amˈɛrikə hut farlˈanɡt biz jɛʦt.
57_166113_0001|דער שטורעם האט דערגרייכט די ברעגעס מיט ווינטן פון זעכציג מייל א שעה, שטערקער ווי ס'איז געווען פריער אין דעם טאג, אבער נאך אלץ נישט אין די קאטעגאריע פון א האריקעין.|dɛr ʃtˈirəm hut dərɡrˈajxt də brˈɛɡəs mit vintn fin zˈɛxʦiɡ maːl a ʃu, ʃtˈɛrkər vi siz ɡəvˈejn frˈiər in dejm tuɡ, ˈɔbər nux alʦ niʃt in də kˈatəɡariə fin a hˈarikajn.
57_166113_0003|מיט מער ווי פופצן הונדערט עמערדזשענסי לייט וואס שטייען גרייט, ווען צו זייער זייט פארמאגן זיי פליגער, שיפלעך, און ספעציעלע הויכע טרעקלעך צו קענען פארן אין די הויכע וואסער.|mit mɛr vi fifʦn hˈindərt ˈɛmərʤənsi lajt vus ʃtˈajən ɡrajt, vɛn ʦi zˈajər zaːt farmˈaɡn zaj flˈiɡər, ʃˈifləx, in spˈɛʦiələ hˈɔjxə trˈɛkləx ʦi kˈɛnən farn in də hˈɔjxə vˈasər.
57_166121_0003|דער צענטער וועט צושטעלן ספעציעלע טרענירונגען און סערטיפיקעישאנס פאר קוואליפיצירטע מוהלים,|dɛr ʦˈɛntər vɛt ʦˈiʃtəln spˈɛʦiələ trˈɛnirinɡən in sˈɛrtifikajʃans far kvˈalifiʦirtə mˈilim,
57_166121_0004|מיט די האפענונג אז דאס וועט בויען צוטרוי ביי די רעגירונגען אז זיי זאלן נישט אונטערשטעלן קיין פרישע פיסלעך.|mit də hˈafəninɡ az dus vɛt bˈoʊən ʦˈitrɔj baː də rˈɛɡirinɡən az zaj zɔln niʃt ˈintərʃtəln kan frˈiʃə fˈisləx.
57_166122_0001|רעגירונג באנד ראטעס זענען געשטיגן אין מערערע לענדער איבער די וועלט צוליב א געיעג ביי אינוועסטירער עס צו פארקויפן אויס זארג איבער אינפלאציע און פארמערטע רעגירונג חובות.|rəɡˈirinɡ band rˈatəs zˈɛnən ɡəʃtˈiɡn in mˈɛrərə lˈɛndər ˈibər də vɛlt ʦilˈib a ɡˈajəɡ baː invəstˈirər ɛs ʦi farkˈɔjfn oʊs zarɡ ˈibər ˈinflaʦiə in farmˈɛrtə rəɡˈirinɡ xˈɔjvɔjs.
57_166123_0003|ער זאגט אז מיט דעם אלעם איז דמשק פון איר זייט גרייט צו ארבעטן אויף א דיפלאמאטישע פלאן זיך דורכצוקומען אין מדינת ישראל אויף א וועג פאראויס ארויס פון די יעצטיגע צושטאנד.|ɛr zuɡt az mit dejm ˈaləm iz damˈɛsək fin ir zaːt ɡrajt ʦi ˈarbətn oʊf a dˈiflamatiʃə plaːn zix dˈirxʦikimən in mdˈinas jisrˈuəl oʊf a vejɡ farˈoʊs arˈoʊs fin də jˈɛʦtiɡə ʦˈiʃtand.
57_166124_0002|די צוויי פערזאנען זענען אויסלענדישע בירגער, אריינגערעכנט די דרייווער וואס קומט פון גוואטעמאלע און די אנדערע אין די קאר וואס קומט פון מעקסיקא. ביידע שטייען אויס הארבע קלאגעס איבער די טראגעדיע.|də ʦvaj fˈɛrzanən zˈɛnən ˈoʊsləndiʃə bˈirɡər, arˈaːnɡərəxnt də drˈajvər vus kimt fin ɡvˈatəmalə in də ˈandərə in də kar vus kimt fin mˈɛksika. bˈajdə ʃtˈajən oʊs hˈarbə klˈaɡəs ˈibər də trˈaɡədiə.
57_166124_0003|די צוויי זענען אין אושען קאונטי טורמע, און די אייס אגענטור האט געפיילט דאקומענטן אז זיי ווילן נעמען אונטער ארעסט די צוויי פערזאנען נאך וואס זיי וועלן גיין פריי פון טורמע.|də ʦvaj zˈɛnən in ˈiʃən kˈinti tˈirmə, in də ajs aɡəntˈir hut ɡəfˈajlt dˈakiməntn az zaj viln nˈɛmən ˈintər ˈarəst də ʦvaj fˈɛrzanən nux vus zaj vɛln ɡajn fraj fin tˈirmə.
57_166125_0001|לויט קוועלער איז די כינעזער דראון אריינגעקומען פאר פינף טעג אין א צי אין די פארבאטענע זאנע, בעפאר די אמעריקאנער מיליטער האט גענומען שריט און עס אראפגעשאסן.|loʊt kvˈɛlər iz də xˈinəzər drin arˈaːnɡəkimən far finf tejɡ in a ʦi in də farbatˈɛnə zˈanə, bəfˈar də amərˈikanər mˈilitər hut ɡənˈimən ʃrit in ɛs arˈupɡəʃasn.
57_166125_0002|כינעזער בירגער וואס זענען געכאפט געווארן ביים טרעוולען אין די געגנט זענען ארעסטירט געווארן, און די עף-בי-איי האט געלאזט וויסן פאר באאמטע אז די ארעסטירטע ווערן פארדעכטיגט פאר'ן האבן קאנטאקט מיט טשיינע'ס שפיאנאזש אגענטורן.|xˈinəzər bˈirɡər vus zˈɛnən ɡəxˈapt ɡəvˈɔrn bam trˈɛvlən in də ɡɛɡnt zˈɛnən ˈarəstirt ɡəvˈɔrn, in də ɛf bi aj hut ɡəlˈɔzt visn far baˈamtə az də ˈarəstirtə virn fardˈɛxtiɡt farn hubn kˈantakt mit ʧˈajnəs ʃpˈianaʒ ˈaɡəntirn.
57_166129_0001|ניו יארק סיטי מעיאר מאמדאני גייט מארגן מיטאג אנקומען אויף א באזוך אין בארא פארק צו באזוכן קליינע ביזנעסער אין שטאט, אין באפארברייטונג צו די קומענדיגע יום טוב טעג.|nju jɔrk sˈiti mˈajar mˈamdani ɡajt mɔrɡn mˈitaɡ ˈunkimən oʊf a bazˈix in barˈa park ʦi bazˈixn klˈajnə bˈiznəsər in ʃtut, in bafarbrˈajtinɡ ʦi də kˈiməndiɡə jɔjm tɔjv tejɡ.
57_166129_0002|דער באזוך איז געקומען מיט די ציל זיך צו באקענען פון דער נאנט מיט די ארטיגע געשעפטן, פארשטיין די לאקאלע עקאנאמישע באדעפענישן, ספעציעל יעצט אין די פארנומענע וואכן ווען די געשעפטן זענען פארנומען מיט די יום טוב איינקויפן.|dɛr bazˈix iz ɡəkˈimən mit də ʦil zix ʦi bakˈɛnən fin dɛr nant mit də ˈartiɡə ɡəʃˈɛftn, farʃtˈajn də lˈakalə ˈɛkanamiʃə badˈɛfəniʃn, sfˈɛʦiəl jɛʦt in də farnˈimənə vɔxn vɛn də ɡəʃˈɛftn zˈɛnən farnˈimən mit də jɔjm tɔjv ˈaːnkɔjfn.
57_166130_0001|און ער לייקנט די באריכטן אז די ווייסע הויז לייגט פרעשור אויף איראן וועגן א דיעל. טראמפ זאגט אז ס'גייט אים נישט אן צו איראן שרייבט אונטער סיי וועלכע אפמאך,|in ɛr lajknt də barˈixtn az də vˈajsə hoʊz lajɡt frəʃˈir oʊf irˈan vejɡn a dˈiəl. trɔmp zuɡt az sɡajt ejm niʃt un ʦi irˈan ʃraːbt ˈintər saj vˈɛlxə ˈupmax,
57_166130_0002|ווייל אן אפמאך מיט איראן איז ווערדלאז און וועט זיך נישט האלטן. דער פרעזידענט האט צוגעלייגט אז אמעריקע'ס פאזיציע יעצט איז שטערקער,|vaːl un ˈupmax mit irˈan iz vˈɛrdlaz in vɛt zix niʃt haltn. dɛr prəzidˈɛnt hut ʦˈiɡəlajɡt az ˈamərikəs fˈaziʦiə jɛʦt iz ʃtˈɛrkər,
57_166131_0003|דער פערזאן האט דערנאך אנגערייצט זיין הונט צו אטאקירן די אידן ביז הילף איז אנגעקומען און דער פערזאן איז ארעסטירט געווארן.|dɛr fˈɛrzan hut dərnˈux ˈanɡərajʦt zaːn hint ʦi ˈatakirn də jidn biz hilf iz ˈunɡəkimən in dɛr fˈɛrzan iz ˈarəstirt ɡəvˈɔrn.
